Date,Author,Title (Item),Periodical Title,Language 1,Author Country 1,Author Country 2,Publisher,city,country,Pub Location,Genre,ISBN,Number of Pages,Original Publication Date,Original Pub Language,Original Language Title,Original Language Publisher,Translator Name,Cover Photo URL,Wikipedia URL
1989,"Walcott, Derek",The Kingdom Of The Star Apple: Poems,,English,St. Lucia,,Carl Hanser,Munchen,Germany,"Munchen, Germany",Poetry Collection,978-3-446-15198-7,,,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1990,"Walcott, Derek",Omeros,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Poem,978-0-374-22591-9 978-0-374-52350-3,,1990,,,,,,https://en.wikipedia.org/wiki/Omeros
1989,"Walcott, Derek",Dream On Monkey Mountain And Other Plays,,English,St. Lucia,,Noonday Press,"New York, NY",United States,"New York, NY, United States",Drama,978-0-374-50860-9,,,,,,,,https://en.wikipedia.org/wiki/Dream_on_Monkey_Mountain
1988,"Walcott, Derek",Dream On Monkey Mountain And Other Plays,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Drama,978-0-374-50860-9,,,,,,,,https://en.wikipedia.org/wiki/Dream_on_Monkey_Mountain
1986,"Walcott, Derek",Dream On Monkey Mountain And Other Plays,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Drama,978-0-374-14368-8,,,,,,,,https://en.wikipedia.org/wiki/Dream_on_Monkey_Mountain
1982,"Walcott, Derek",Dream On Monkey Mountain And Other Plays,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Drama,978-0-374-50860-9,,,,,,,,https://en.wikipedia.org/wiki/Dream_on_Monkey_Mountain
1981,"Walcott, Derek",Selected Poetry,,English,St. Lucia,,Heinemann,London,England,"London, England",Poetry Collection,978-0-435-98747-3,,,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1982,"Walcott, Derek",Another Life,,English,St. Lucia,,Three Continents Press,"Washington, DC",United States,"Washington, DC, United States",Poem,978-0-89410-279-0,151,1973,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1976,"Walcott, Derek",Sea Grapes,,English,St. Lucia,,Noonday Press,"New York, NY",United States,"New York, NY, United States",Poetry Collection,978-0-374-51395-5,,1976,Original Pub Language: English,Original Lang Title: Sea Grapes,Original Lang Publisher: English,Translator Name:,"Cover Photo URL: https://images-na.ssl-images-amazon.com/images/I/51RqsXymShL._SX322_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Derek_Walcott
1976,"Walcott, Derek",Sea Grapes,,English,St. Lucia,,"Cape Publishing, Inc.",London,England,"London, England",Poetry Collection,978-0-224-01231-7,,1976,Original Pub Language: English,Original Lang Title: Sea Grapes,Original Lang Publisher: English,Translator Name:,Cover Photo URL: https://images-na.ssl-images-amazon.com/images/I/91BGjwddg7L.jpg,https://en.wikipedia.org/wiki/Derek_Walcott
2014,"Walcott, Derek",Sea Grapes,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Poetry Collection,,96,,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
2014,"Walcott, Derek",The Star-Apple Kingdom,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Poetry Collection,,58,,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1986,"Walcott, Derek",Three Plays,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Drama,978-0-374-28618-7,,1986,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1983,"Walcott, Derek",The Star Apple Kingdom,,German,St. Lucia,,Carl Hansen Verlag,Munich,Germany,"Munich, Germany",Poetry Collection,978-3-446-15198-7,,,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1999,"Walcott, Derek",Ti Jean And His Brothers,,English,St. Lucia,,UTET,Torino,Italy,"Torino, Italy",Drama,,,,,Map of the New World,,,,https://en.wikipedia.org/wiki/Derek_Walcott
2009,"Walcott, Derek",Islands. A Selection Of Poems From 1948 To 2000,,English,St. Lucia,,Allikaäärne,Tartu,Estonia,"Tartu, Estonia",Poetry Collection,,,2009,,Islands: A selection of Poems,,Mathura,,https://en.wikipedia.org/wiki/Derek_Walcott
1993,"Walcott, Derek",Ti Jean And His Brothers,,English,St. Lucia,,Adelphi,Milan,Italy,"Milan, Italy",Drama,,,,,Ti-Jean and His Brothers,,"Sanavio, Annuska Palme; Steele, Fernanda",,https://en.wikipedia.org/wiki/Derek_Walcott
2012,"Walcott, Derek",The Sea Is History,,English,St. Lucia,,RCS Quotidiani S.p.A.,Milan,Italy,"Milan, Italy",Poem,,,2012,,The Book of the Sea,,"Campagnoli, Matteo",,https://it.wikipedia.org/wiki/Matteo_Campagnoli
2012,"Walcott, Derek",Midsummer,,English,St. Lucia,,Vaso Roto Ediciones,Mexico City,Mexico,"Mexico City, Mexico",Poem,,,,,Midsummer,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1994,"Walcott, Derek",Derek Walcott Reads,,English,St. Lucia,,Caedmon,"New York, NY",United States,"New York, NY, United States",NA,,,1994,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1998,"Walcott, Derek",Ti-Jean And His Brothers,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Drama,,,,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
2010,"Walcott, Derek",White Egrets,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Poetry Collection,,,2010,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1970,"Walcott, Derek",Dream On Monkey Mountain And Other Plays,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Drama,,,1970,,,,,,https://en.wikipedia.org/wiki/Dream_on_Monkey_Mountain
2004,"Walcott, Derek",The Prodigal: A Poem,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Poem,,,,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
2000,"Walcott, Derek",Tiepolo's Hound,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Poem,,,2000,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1997,"Walcott, Derek",The Bounty: Poems,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Poetry Collection,,,1997,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1984,"Walcott, Derek",Midsummer,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Poem,,,1984,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1990,"Walcott, Derek",Derek Walcott Collected Poems: 1948-1984,,English,St. Lucia,,Faber and Faber,London,England,"London, England",Poetry Collection,,,,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1993,"Walcott, Derek",The Odyssey,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Drama,,,1993,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1986,"Walcott, Derek",Last Carnival,,English,St. Lucia,,Alexander Street Press,"Alexandria, VA",United States,"Alexandria, VA, United States",Drama,,,,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1984,"Walcott, Derek",Sabbath,,English,St. Lucia,,Two Magpie Press,"Kendrick, ID",United States,"Kendrick, ID, United States",Poem,,,1984,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1981,"Walcott, Derek",Earth,,English,St. Lucia,,Silver Hands Press,"New York, NY",United States,"New York, NY, United States",Poem,,,1981,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
2004,"Walcott, Derek",Another Life: Fully Annotated,,English,St. Lucia,,Lynne Rienner Publishers,"Boulder, CO",United States,"Boulder, CO, United States",Poem,978-0-89410-868-6,354,2004,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1987,"Walcott, Derek",Mappa Del Nuovo Mondo,,Italian,St. Lucia,,Adelphi,Milan,Italy,"Milan, Italy",Poem,978-88-459-0960-3,,1987,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
2016,"Walcott, Derek","Morning, Paramin",,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Poetry Collection,978-0-374-21342-8,120,2016,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1988,"Walcott, Derek",Salsa,,English,St. Lucia,,Minnesota Center for Book Arts,"Minneapolis, MN",United States,"Minneapolis, MN, United States",Poem,,,1988,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1978,"Walcott, Derek",The Joker Of Seville & O Babylon!: Two Plays,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Drama,978-0-374-51421-1,275,1978,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
2016,"Walcott, Derek",Marie LaVeau And Steel: Plays,,English,St. Lucia,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Drama,978-0-374-20291-0,,,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
1985,"Walcott, Derek","Beef, No Chicken",,English,St. Lucia,,Alexander Street Press,"Alexandria, VA",United States,"Alexandria, VA, United States",Drama,,,,,,,,,"https://en.wikipedia.org/wiki/Beef,_No_Chicken"
2009,"Walcott, Derek; Clemente, Francesco",Francesco Clemente,,English,St. Lucia,,Charta,"New York, NY",United States,"New York, NY, United States",Poetry Collection,,,2009,,,,,,https://en.wikipedia.org/wiki/Derek_Walcott
2000,"Walcott, Roderick",The Benjy Trilogy,,English,St. Lucia,,Ian Randle Publishers,Kingston,Jamaica,"Kingston, Jamaica",Drama,,,2000,,,,,,https://en.wikipedia.org/wiki/Roderick_Walcott
1926,"Walrond, Eric",Tropic Death,,English,British Guiana,,Boni & Liveright,"New York, NY",United States,"New York, NY, United States",Fiction (Short Story Collection),,,1926,,,,,,https://en.wikipedia.org/wiki/Eric_D._Walrond
1977,"Warner-Lewis, Maureen",Notes To Masks,,English,Trinidad & Tobago,Barbados,Ethiope Publishing Corporation,Benin City,Nigeria,"Benin City, Nigeria",Nonfiction Book,978-978-123-092-9,88,1977,,,,,,https://en.wikipedia.org/wiki/Kamau_Brathwaite
2014,"Warner-Vieyra, Myriam",Juletane,,Vietnamese,Guadeloupe,,Heinemann,"Portsmouth, NH",United States,"Portsmouth, NH, United States",Fiction (Novel),978-1-4786-1178-3,,2014,French,,,"Wilson, Betty",,https://en.wikipedia.org/wiki/Myriam_Warner-Vieyra
1927,"Werleigh, Christian",Défilée La Folle: Poème,,French,Haiti,,Chéraquit,Port-au-Prince,Haiti,"Port-au-Prince, Haiti",Poem,,,1927,,,,,,NA
1938,"Werleigh, Christian","Le Palmiste Dans La Lumière, Poèmes",,French,Haiti,,Imprimerie de l'Etat,Port-au-Prince,Haiti,"Port-au-Prince, Haiti",Poetry Collection,,,1938,,,,,,NA
1984,"Wheatley, Jennie",Boysie And The Genips: And Other Stories,,English,British Virgin Islands,,UNESCO,Kingston,Jamaica,"Kingston, Jamaica",Fiction (Short Story Collection),978-976-8001-07-8,32,1984,,,,,,https://en.wikipedia.org/wiki/Jennie_Wheatley
2009,"Wheatley, Jennie",Along The Road,,English,British Virgin Islands,,Createspace Independent Pub,"Scotts Valley, CA",United States,"Scotts Valley, CA, United States",Nonfiction Book,978-1-4392-3777-9,148,2009,,,,,,https://en.wikipedia.org/wiki/Jennie_Wheatley
1991,"Wheatley, Jennie",Pass It On!: A Treasury Of Virgin Island Tales,,English,British Virgin Islands,,W S T D Publishing,"Boston, MA",United States,"Boston, MA, United States",Fiction (Short Story Collection),978-0-9630527-0-4,87,1991,,,,,,https://en.wikipedia.org/wiki/Jennie_Wheatley
2009,"Whyte, Eddie",Soft Men Going To Bits: Vulnerable Masculinities In Austin Clarke's Fiction,,English,British Virgin Islands,,Routledge,Abingdon,England,"Abingdon, England",Essay,,,2009,,,,,,NA
2014,"Wilentz, Amy","Farewell, Fred Voodoo: A Letter From Haiti",,English,United States,,Simon & Schuster,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,978-1-4516-4400-5,353,,,,,,,https://en.wikipedia.org/wiki/Amy_Wilentz
1827,"Williams, Cynric R.","Hamel, The Obeah Man",,English,Jamaica,,London Hunt and Clarke,London,Europe,"London, Europe",Fiction (Novel),,,1827,Original Pub Language:,Original Lang Title:,Original Lang Publisher:,Translator Name:,Cover Photo URL:,NA
2005,"Williams, David; Simmons-McDonald, Hazel",A World Of Prose For CSEC,,English,United States,St. Lucia,Heinemann,"Portsmouth, NH",United States,"Portsmouth, NH, United States",Anthology,,,2005,,,,,,https://en.wikipedia.org/wiki/Hazel_Simmons-McDonald
1994,"Williams, David; Simmons-McDonald, Hazel",A World Of Prose For CXC,,English,United States,St. Lucia,Butterworth–Heinemann,Oxford,England,"Oxford, England",Anthology,978-0-435-98797-8,,1994,,,,,,https://en.wikipedia.org/wiki/Hazel_Simmons-McDonald
2012,"Williams, Edison T",Facing North: Tales From Bathsheba,,English,Barbados,,The Author,St. James,Barbados,"St. James, Barbados",Fiction (Short Story Collection),,,2012,,,,,,NA
1942,"Williams, Eric",The Negro In The Caribbean,,English,Trinidad and Tobago,,The Associates in Negro Folk Education,"Washington, DC",United States,"Washington, DC, United States",Nonfiction Book,,,1942,,,,,,https://en.wikipedia.org/wiki/Eric_Williams_(writer)
1944,"Williams, Eric",Capitalism & Slavery,,English,Trinidad and Tobago,,University of North Carolina Press,"Chapel Hill, NC",United States,"Chapel Hill, NC, United States",Nonfiction Book,,,1944,,,,,,https://en.wikipedia.org/wiki/Capitalism_and_Slavery
1941,"Williams, Eric",The Impact Of The International Crisis Upon The Negro In The Caribbean,,English,Trinidad and Tobago,,NA,NA,NA,"NA, NA",Nonfiction Book,,,1941,,,,,,https://en.wikipedia.org/wiki/Eric_Williams
1992,"Williams, N. D.",The Crying Of Rainbirds,,English,Guyana,,Peepal Tree Press,Leeds,England,"Leeds, England",Fiction (Novel),,,1992,,,,,,https://en.wikipedia.org/wiki/N._D._Williams
1994,"Williams, N. D.",The Silence Of Islands,,English,Guyana,,Peepal Tree Press,Leeds,England,"Leeds, England",Fiction (Novel),978-0-948833-46-5,,1994,,,,,,https://en.wikipedia.org/wiki/N._D._Williams
2009,"Williams, Tyrone",Masterplots II,,English,United States,,Salem Press,"Pasadena, CA",United States,"Pasadena, CA, United States",Anthology,978-1-58765-447-3 978-1-58765-438-1,,2009,,,,,,NA
2018,"Williams, Wallace","A Wallace Williams, Biography",,English,Virgin Islands,,Virgin Islands Council on the Arts Project,Saint Croix,Virgin Islands,"Saint Croix, Virgin Islands",Biography,,,2018,,,,,,https://en.wikipedia.org/wiki/Wallace_Williams
2020,"Willig, Lauren",The Summer Country,,English,United States,,HarperCollins,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-06-283903-9,,,,,,,,https://en.wikipedia.org/wiki/Lauren_Willig
2001,"Wilson, Cynthia",Same Sea - Another Wave: A Collection Of Short Stories,,English,Barbados,,House of Nehesi Publishers,Philipsburg,St. Maarten,"Philipsburg, St. Maarten",Fiction (Short Story Collection),978-0-913441-53-4,65,2001,,,,,,https://en.wikipedia.org/wiki/Cynthia_Wilson
2009,"Wilson, Cynthia",Whispering Of The Trees,,English,Barbados,,Cariubbean Chapters Publishing,St. Peter,Barbados,"St. Peter, Barbados",Autobiography/Memoir,978-976-8219-88-6,,2009,,,,,,https://en.wikipedia.org/wiki/Cynthia_Wilson
2014,"Wilson, Jake Hugh Reece",An Arion On An Adventure,,English,Wales,,Jake Hugh Reece Wilson,Rhyl,Wales,"Rhyl, Wales",Fiction (Novel),"0992838533, 9780992838539",442,2014,,,,"Wilson, Jake Hugh Reece",,NA
2007,"Winkler, Anthony C.",Dog War,,English,Jamaica,,Akashic Books,"Brooklyn, NY",United States,"Brooklyn, NY, United States",Fiction (Novel),978-1-61775-087-8,,2007,,,,,,https://en.wikipedia.org/wiki/Anthony_C._Winkler
2012,"Winkler, Anthony C.",God Carlos,,English,Jamaica,,Akashic Books,"Brooklyn, NY",United States,"Brooklyn, NY, United States",Fiction (Novel),978-1-61775-141-7,,2012,,,,,,https://en.wikipedia.org/wiki/Anthony_C._Winkler
2019,"Winkler, Anthony C.",The Family Mansion,,English,Jamaica,,Akashic Books,"Brooklyn, NY",United States,"Brooklyn, NY, United States",Fiction (Novel),978-1-61775-174-5,,,,,,,,https://en.wikipedia.org/wiki/Anthony_C._Winkler
1987,"Winkler, Anthony C.",The Lunatic,,English,Jamaica,,Akashic Books,"Brooklyn, NY",United States,"Brooklyn, NY, United States",Fiction (Novel),,,1987,,,,,,https://en.wikipedia.org/wiki/Anthony_C._Winkler
2007,"Winkler, Anthony C.",The Lunatic,,English,Jamaica,,Akashic Books,"Brooklyn, NY",United States,"Brooklyn, NY, United States",Fiction (Novel),978-1-933354-29-3,245,,,,,,,https://en.wikipedia.org/wiki/Anthony_C._Winkler
1995,"Winkler, Anthony C.",Going Home To Teach,Bocas Lit Fest,English,Jamaica,,Macmillan Publishers,"New York, NY",United States,"New York, NY, United States",Autobiography/Memoir,,,1995,,,,,,https://en.wikipedia.org/wiki/Anthony_C._Winkler
2008,"Wolek, Katia",Voyages D'Ulysse t.1 ; L'Odyssée,,French,Paris,,Danger Public,Paris,France,"Paris, France",Fiction (Novel),978-2-35123-168-5,,2008,,,,,,NA
2004,"Wols, Frits",Short Stories: An Attempt To Demolish The Language Barrier,,English,Suriname,,Selbstverl,Paramaribo,Suriname,"Paramaribo, Suriname",Fiction (Short Story Collection),,,2004,,,,,,NA
1962,"Wynter, Sylvia",The Hills Of Hebron: A Jamaican Novel,,English,Jamaica,Cuba,Simon and Schuster,"Manhattan, NY",United States,"Manhattan, NY, United States",Fiction (Novel),,328,1962,,,,,,https://en.wikipedia.org/wiki/Sylvia_Wynter
2021,"Yanique, Tiphanie",Monster In The Middle,,English,United States,,Riverhead Books,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-593-42118-5,,2021,,,,,,https://en.wikipedia.org/wiki/Tiphanie_Yanique
2015,"Yanique, Tiphanie",Land Of Love And Drowning,,English,United States,,Riverhead Books,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-1-59463-381-2,,2015,,,,,,https://en.wikipedia.org/wiki/Tiphanie_Yanique
2010,"Yanique, Tiphanie",How To Escape From A Leper Colony: A Novella And Stories,Bocas Lit Fest,English,United States,,Graywolf Press,"Minneapolis, MN",United States,"Minneapolis, MN, United States",Fiction (Short Story Collection),,,2010,,,,,,https://en.wikipedia.org/wiki/Tiphanie_Yanique
2013,"Yanique, Tiphanie",I Am The Virgin Islands,,English,United States,,Little Bell Caribbean,"New York, NY",United States,"New York, NY, United States",Poem,978-1-934370-30-8,,2013,,,,,,https://en.wikipedia.org/wiki/Tiphanie_Yanique
2015,"Yared, Hyam",Naître Si Mourir,,French,Lebanon,,Memoire d'Encrier,"Montréal, QC",Canada,"Montréal, QC, Canada",Poetry Collection,,73,2015,,,,,,https://fr.wikipedia.org/wiki/Hyam_Yared
2021,"Yoon, Nicola",Instructions For Dancing,,English,United States,,Penguin Books,London,England,"London, England",Fiction (Novel),978-1-984833-10-5,,2021,,,,,,https://en.wikipedia.org/wiki/Nicola_Yoon
1991,"Young, Colville N",Pataki Full: Seven Belizean Short Stories,,English,Belize,,Cubola Productions,Benque Viejo Del Carmen,Belize,"Benque Viejo Del Carmen, Belize",Fiction (Short Story Collection),,,1991,,,,,,https://en.wikipedia.org/wiki/Colville_Young
1991,"Young, Colville N",Pataki Full: Seven Belizean Short Stories,,English,Belize,,Cubola Productions,Benque Viejo Del Carmen,Belize,"Benque Viejo Del Carmen, Belize",Fiction (Short Story Collection),,,1991,,,,,,https://en.wikipedia.org/wiki/Colville_Young
2022,"Zapata Olivella, Manuel","Changó, A New World Novel: Decolonizing The African Diaspora",,English,Colombia,,Routledge,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,978-1-00-040973-4 978-1-00-316342-8 978-1-00-040971-0,,,,,,"Tittler, Jonathan",,https://en.wikipedia.org/wiki/Manuel_Zapata_Olivella
1950,"Zobel, Joseph",Black Shack Alley,,English,Martinique,,Three Continents Press,"Washington, DC",United States,"Washington, DC, United States",Fiction (Novel),978-0-914478-68-3 978-0-914478-67-6,185,1950,,,,"Warner, Keith Q.",,https://en.wikipedia.org/wiki/Keith_Warner
2021,"Zoboi, Ibi",The People Remember,,English,Haiti,,Balzer + Bray,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,,,2021,,,,,,https://en.wikipedia.org/wiki/Ibi_Zoboi
2012,"Zoboi, Ibi",The Farming Of Gods,,English,Haiti,,Konbit,Port-au-Prince,Haiti,"Port-au-Prince, Haiti",Fiction (Novel),,,2012,,,,,,https://en.wikipedia.org/wiki/Ibi_Zoboi
2022,"Zoboi, Ibi",Star Child: A Biographical Constellation Of Octavia Estelle Butler,,English,Haiti,,Dutton Books for Young Readers,"New York, NY",United States,"New York, NY, United States",Biography,,,2022,,,,,,https://en.wikipedia.org/wiki/Ibi_Zoboi
2022,"Zoboi, Ibi",Okoye To The People: A Black Panther Novel,,English,Haiti,,Marvel Press,"Los Angeles, CA",United States,"Los Angeles, CA, United States",Fiction (Novel),,,2022,,,,,,https://en.wikipedia.org/wiki/Ibi_Zoboi
2012,"Zoboi, Ibi",A Is For Ayiti,,English,Haiti,,One Moore Book,"Brooklyn, NY",United States,"Brooklyn, NY, United States",Nonfiction Book,,,2012,,,,,,https://en.wikipedia.org/wiki/Ibi_Zoboi
2019,"Zoboi, Ibi",My Life As An Ice Cream Sandwich,,English,Haiti,,Dutton Books for Young Readers,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,,2019,,,,,,https://en.wikipedia.org/wiki/Ibi_Zoboi
2018,"Zoboi, Ibi",Pride,,English,Haiti,,Balzer + Bray,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,,2018,,,,,,https://en.wikipedia.org/wiki/Ibi_Zoboi
2020,"Zoboi, Ibi",Punching The Air,,English,Haiti,,Balzer + Bray,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,,2020,,,,,,https://en.wikipedia.org/wiki/Ibi_Zoboi
2017,"Zoboi, Ibi",American Street,,English,Haiti,,Balzer + Bray,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,,2017,,,,,,https://en.wikipedia.org/wiki/Ibi_Zoboi
2003,"Kempadoo, Oonya",Tide Running,,English,Guyana,,"Farrar, Straus and Giroux","New York, NY",United States,"New York, NY, United States",Fiction (Novel),,178,2001,,,,,,https://en.wikipedia.org/wiki/Oonya_Kempadoo
1999,"Kempadoo, Oonya",Buxton Spice,,English,Guyana,,Dutton,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-525-94506-2,176,1998,,,,,,https://en.wikipedia.org/wiki/Oonya_Kempadoo
2004,"Kempadoo, Oonya",Mar De Fondo,,Spanish,Guyana,,Cubanas Ediciones,Havana,Cuba,"Havana, Cuba",NA,978-959-260-064-5,,2002,,,,,,https://en.wikipedia.org/wiki/Oonya_Kempadoo
1996,"Levy, Andrea",Never Far from Nowhere,,English,England,Jamaica,Gardners Books,London,England,"London, England",Fiction (Novel),978-0-7472-5213-9,288,1996,,,,,,https://en.wikipedia.org/wiki/Andrea_Levy
2014,"Levy, Andrea",Six Stories and an Essay,,English,England,Jamaica,Tinder Press,London,England,"London, England",Fiction (Short Story Collection),,144,2014,,,,,,https://en.wikipedia.org/wiki/Andrea_Levy
2014,"Levy, Andrea",Uriah's War,,English,England,Jamaica,Tinder Press,London,England,"London, England",Fiction (Novel),,16,2014,,,,,,https://en.wikipedia.org/wiki/Andrea_Levy
2006,"Mootoo, Shani",He Drown She in the Sea,,English,Trinidad & Tobago,,Grove Press,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,337,1975,,,,,,https://en.wikipedia.org/wiki/Shani_Mootoo
2022,"Mootoo, Shani",Cane Fire,,English,Trinidad & Tobago,,Book*hug Press,"Toronto, ON",Canada,"Toronto, ON, Canada",Poetry Collection,978-1-77166-741-8,150,2022,,,,,,https://en.wikipedia.org/wiki/Shani_Mootoo
2010,"Mootoo, Shani",Valmiki's Daughter,,English,Trinidad & Tobago,,House of Anansi Press,"Toronto, ON",Canada,"Toronto, ON, Canada",Fiction (Novel),978-0-88784-837-7,398,2008,,,,,,https://en.wikipedia.org/wiki/Valmiki%27s_Daughter
2002,"Mootoo, Shani",Out on Main Street: And Other Stories,,English,Trinidad & Tobago,,"Raincoast Books, Press Gang Publishers","Vancouver, BC",Canada,"Vancouver, BC, Canada",Fiction (Short Story Collection),978-0-88974-052-5,128,2002,,,,,,https://en.wikipedia.org/wiki/Shani_Mootoo
2002,"Mootoo, Shani",The Predicament of Or,,English,Trinidad & Tobago,,"Raincoast Books, Press Gang Publishers","Vancouver, BC",Canada,"Vancouver, BC, Canada",Poetry Collection,978-1-55192-416-8,128,2002,,,,,,https://en.wikipedia.org/wiki/Shani_Mootoo
2019,"Laughlin, Nicholas",Enemy Luck,,English,Trinidad & Tobago,,Peepal Tree Press,Leeds,England,"Leeds, England",Poetry Collection,978-1-84523-439-3,80,2019,,,,,,https://en.wikipedia.org/wiki/Nicholas_Laughlin
2015,"Laughlin, Nicholas",The Strange Years of My Life,,English,Trinidad & Tobago,,Peepal Tree Press,Leeds,England,"Leeds, England",Poetry Collection,978-1-84523-292-4,120,2015,,,,,,https://en.wikipedia.org/wiki/Nicholas_Laughlin
2018,"Ramlochan, Shivanee",Everyone Knows I Am a Haunting,,English,Trinidad & Tobago,,Peepal Tree Press,Leeds,England,"Leeds, England",Poetry Collection,978-1-84523-363-1,56,2017,,,,,,NA
2010,"Lord, Karen",Redemption in Indigo,,English,Barbados,,Small Beer Press,"Easthampton, MA",United States,"Easthampton, MA, United States",Fiction (Novel),,201,2010,,,,,,https://en.wikipedia.org/wiki/Karen_Lord
2013,"Lord, Karen",The Best of All Possible Worlds,,English,Barbados,,Del Rey,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,322,2013,,,,,,https://en.wikipedia.org/wiki/Karen_Lord
2015,"Lord, Karen; Miles, Robin; Studios, Audible",The Galaxy Game,,English,Barbados,United States,Del Rey,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,,2015,,,,,,https://en.wikipedia.org/wiki/Karen_Lord
2016,"Lord, Karen","New Worlds, Old Ways: Speculative Tales from the Caribbean",,English,Barbados,,Peekash Press,"Brooklyn, NY",United States,"Brooklyn, NY, United States",Fiction (Short Story Collection),978-1-61775-526-2,164,2016,,,,,,https://en.wikipedia.org/wiki/Karen_Lord
2002,"Morejón, Nancy","Looking Within/Mirar adentro: Selected Poems/Poemas escogidos, 1954-2000",,English,Cuba,,Wayne State University Press,"Detroit, MI",United States,"Detroit, MI, United States",Poetry Collection,978-0-8143-3038-8,376,2002,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
2014,"Morejón, Nancy",Homing Instincts/Querencias,,English,Cuba,,Cubanabooks,"Chico, CA",United States,"Chico, CA, United States",Poetry Collection,978-0-9827860-5-5,117,2014,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
2020,"Morejón, Nancy","Before A Mirror, The City",,English,Cuba,,White Pine Press,"Buffalo, NY",United States,"Buffalo, NY, United States",Poetry Collection,978-1-945680-38-0,120,2020,,,,,,https://en.wikipedia.org/wiki/Nancy_Morejón
